ID,item_cnt_month
443,1.0835953
444,0.09047917
445,0.9919148
446,0.9919148
447,0.9919148
448,0.9919148
449,0.9919148
450,0.9919148
451,0.9919148
452,0.09047917
453,4.9021916
454,1.2299356
455,0.9919148
456,0.12905891
457,0.0
458,4.0387344
459,3.925868
460,14.003362
461,3.9817498
462,3.9817498
463,3.9817498
464,3.9817498
465,2.5769417
466,1.5027956
467,2.6632593
468,0.0
469,0.28553095
470,0.9279252
471,0.0
472,0.95680654
473,1.0126894
474,0.7183141
475,0.7183141
476,1.7834098
477,2.6777987
478,3.5382276
479,0.28553095
480,1.4634917
481,1.4634917
482,1.7801154
483,1.9002405
484,1.9002405
485,1.9002405
486,1.9002405
487,1.9002405
488,1.9002405
489,1.9002405
490,1.9002405
491,1.0125499
492,0.0
493,3.5382276
494,1.009638
495,4.4524302
496,0.48707575
497,6.46737
498,3.6557605
499,0.0
500,12.041814
501,2.0074039
502,1.0776578
503,1.8042055
504,4.9317408
505,0.0
506,0.0
507,0.09087508
508,0.0
509,0.0
510,0.48707575
511,0.50001496
512,0.11149422
513,0.0
514,0.0
515,5.076989
516,0.2308296
517,0.58691067
518,0.0
519,0.8304275
520,0.8304275
521,5.3469768
522,4.9599423
523,3.1145175
524,3.1145175
525,4.9452133
526,0.6115602
527,0.0
528,0.0
529,0.43270248
530,0.0
531,0.35078982
532,0.32307214
533,0.32307214
534,0.39319292
535,0.44699383
536,7.3509884
537,0.44699383
538,3.0179234
539,0.0
540,2.2714233
541,3.5009627
542,5.541403
543,2.7643874
544,0.9919148
545,0.6555775
546,0.0
547,0.0
548,3.9304585
549,5.480254
550,0.0
551,0.0
552,0.6343556
553,4.7614584
554,4.7614584
555,6.0779924
556,1.3360888
557,1.2649795
558,0.9660392
559,1.6303929
560,0.89087814
561,5.98667
562,1.6278025
563,1.2039862
564,1.2039862
565,1.6278025
566,1.3360888
567,2.3353908
568,5.5591607
569,4.7614584
570,4.2006807
571,0.09087508
572,0.009987555
573,0.009987555
574,0.30722576
575,0.0
576,0.15936846
577,0.0
578,3.012307
579,0.0
580,0.090810224
581,0.090810224
582,0.090810224
583,0.090810224
584,0.2308296
585,0.48707575
586,0.6325249
587,0.23764035
588,0.0
589,0.0
590,18.519365
591,18.519365
592,18.519365
593,4.4524302
594,0.72872
595,0.0
596,0.0
597,0.7145818
598,0.71393025
599,0.71393025
600,5.357001
601,5.357001
602,0.0
603,0.6325249
604,2.288909
605,0.2308296
606,0.2308296
607,0.2308296
608,0.0
609,2.9200642
610,3.4702582
611,0.52779895
612,0.0
613,0.0
614,0.034222327
615,0.0
616,3.6557605
617,2.5715077
618,1.0776578
619,0.86256737
620,0.5660869
621,12.041814
622,3.6557605
623,5.0595784
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,5.86214
633,0.73801214
634,7.6068745
635,1.9374795
636,0.11205439
637,1.0209959
638,0.18637057
639,0.8769327
640,2.0063388
641,2.0063388
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,1.3295507
653,0.0
654,1.2276696
655,0.30767024
656,7.6068745
657,7.6068745
658,7.6068745
659,2.4975574
660,0.37357083
661,0.0
662,0.0423735
663,1.7697884
664,3.1478088
665,4.657088
666,0.0
667,0.0
668,0.7183141
669,1.0694643
670,4.5743814
671,1.4048328
672,0.7729467
673,1.4048328
674,0.18571325
675,0.038559794
676,7.849958
677,1.6991782
678,0.7729467
679,1.0694643
680,0.099845864
681,2.6612127
682,3.5623944
683,0.0
684,0.7183141
685,0.7183141
686,1.3092558
687,15.204457
688,0.0
689,1.2771173
690,0.12627822
691,0.0
692,0.0
693,0.0
694,0.14320303
695,1.391201
696,1.8767631
697,1.3295507
698,1.3295507
699,1.3295507
700,1.3295507
701,1.8767631
702,1.3295507
703,1.3295507
704,1.1477337
705,1.3630035
706,1.3426361
707,1.3830415
708,1.3677214
709,3.2222772
710,2.2691963
711,2.2691963
712,1.1599822
713,2.8954694
714,0.8908885
715,4.4659214
716,4.4659214
717,4.4659214
718,0.0
719,0.8101073
720,0.74223864
721,0.72629213
722,0.6707626
723,2.5841649
724,0.7136925
725,0.622618
726,0.8908885
727,0.8908885
728,1.8767631
729,1.3295507
730,0.0
731,0.0
732,2.3162909
733,0.0016243992
734,0.0
735,0.06912384
736,0.0
737,0.06912384
738,0.0
739,0.0
740,0.0
741,0.12627822
742,0.0
743,1.3295507
744,1.3295507
745,1.3295507
746,1.3295507
747,1.3295507
748,0.0
749,0.0
750,0.047396757
751,0.43270248
752,0.0
753,0.0
754,3.606016
755,0.0
756,0.21765077
757,0.0
758,0.75425416
759,0.8215807
760,1.4032047
761,0.0
762,1.4032047
763,0.0
764,0.0
765,0.0
766,0.7242263
767,1.920726
768,0.0
769,0.0
770,0.0
771,0.0
772,1.3295507
773,1.3295507
774,1.3295507
775,1.3295507
776,1.3295507
777,1.3295507
778,1.3295507
779,1.3295507
780,1.8767631
781,1.3295507
782,1.3295507
783,1.3295507
784,1.8767631
785,1.3295507
786,1.3295507
787,1.3295507
788,1.3295507
789,1.3295507
790,1.8767631
791,1.8767631
792,1.8767631
793,1.3295507
794,1.8767631
795,1.3295507
796,1.3295507
797,1.3295507
798,1.8767631
799,1.3295507
800,1.3295507
801,0.0
802,0.28331414
803,1.7876757
804,1.0905899
805,1.0168306
806,0.94282526
807,0.98137236
808,1.7801154
809,1.7801154
810,1.9002405
811,1.9002405
812,1.9002405
813,1.9002405
814,1.209882
815,1.4444247
816,0.7474
817,1.1459984
818,1.2259771
819,1.2366512
820,1.5293466
821,0.50154704
822,0.09007249
823,0.14097047
824,1.4662083
825,2.5769417
826,1.4662083
827,0.97508436
828,0.95680654
829,0.95680654
830,0.9279252
831,0.9279252
832,0.0
833,0.0
834,0.7183141
835,0.58634
836,0.8039274
837,0.8039274
838,1.0669432
839,1.1576842
840,1.1576842
841,0.7208803
842,0.7560413
843,2.5188196
844,2.306294
845,0.73240495
846,0.73240495
847,0.73240495
848,0.73240495
849,0.62300634
850,0.62300634
851,1.5226959
852,0.62300634
853,1.231517
854,0.8145703
855,0.8145703
856,1.2824379
857,1.2824379
858,1.5478396
859,0.7708851
860,1.2907926
861,0.91289926
862,1.3443191
863,1.0924857
864,1.2333629
865,1.2333629
866,1.6555953
867,1.6555953
868,1.6555953
869,1.6555953
870,1.9182459
871,1.4138002
872,1.4398631
873,1.4398631
874,3.2343948
875,1.2824379
876,0.88787484
877,1.1275003
878,0.8365393
879,0.8365393
880,1.015375
881,7.2978477
882,0.9584071
883,1.2531731
884,0.7560413
885,1.6416042
886,1.0452399
887,1.3591037
888,1.307591
889,1.4648213
890,1.9623969
891,3.5065184
892,1.1594497
893,1.3322928
894,0.8617901
895,4.6732974
896,1.9289138
897,0.8145703
898,1.7834098
899,1.3597108
900,0.15936846
901,3.5346181
902,0.011100718
903,0.0
904,0.28733325
905,1.0776578
906,0.0
907,0.5660869
908,1.7801154
909,1.7801154
910,1.9002405
911,0.50154704
912,0.8039274
913,2.5769417
914,0.23871009
915,0.28553095
916,0.28553095
917,1.0321026
918,0.5277627
919,1.1785911
920,1.6303929
921,9.76094
922,0.9919148
923,4.0387344
924,4.400577
925,0.9919148
926,1.7801154
927,1.961211
928,1.6555953
929,1.6555953
930,1.6555953
931,1.6555953
932,1.9182459
933,1.4398631
934,1.4138002
935,1.4398631
936,1.4398631
937,2.306294
938,0.62300634
939,0.62300634
940,0.62300634
941,0.88331175
942,1.8381965
943,1.2333629
944,3.9799144
945,1.0545253
946,0.8384018
947,0.7208803
948,0.7208803
949,1.7087317
950,0.9311943
951,1.2567354
952,0.9204591
953,1.1660215
954,1.0370277
955,1.961211
956,12.443685
957,1.1377196
958,12.443685
959,0.88627446
960,1.0906115
961,0.88627446
962,0.88627446
963,0.9858445
964,1.961211
965,0.0
966,3.5452683
967,2.1350484
968,0.0
969,0.0
970,2.89672
971,0.0
972,0.0
973,2.2882352
974,0.0
975,0.0
976,0.0
977,5.5192733
978,6.22069
979,6.22069
980,2.2286134
981,0.0
982,0.0
983,0.0
984,0.0
985,5.1592336
986,17.96286
987,3.1175802
988,0.98594046
989,0.7171552
990,1.05255
991,0.0
992,0.0
993,2.183141
994,2.183141
995,5.159631
996,5.159631
997,5.159631
998,5.159631
999,0.0
1000,0.70861363
1001,2.7565346
1002,0.0
1003,0.0
1004,4.414535
1005,4.90118
1006,0.0
1007,0.74728847
1008,0.0
1009,0.30767024
1010,0.0
1011,2.8026633
1012,1.6780928
1013,4.4193835
1014,0.8769327
1015,0.48935345
1016,1.040326
1017,0.0
1018,0.0
1019,5.159631
1020,0.14130434
1021,25.770725
1022,1.257923
1023,2.431894
1024,2.9291523
1025,0.8065025
1026,1.3479781
1027,6.22069
1028,0.0
1029,3.1280563
1030,1.1565061
1031,0.8769327
1032,7.1387134
1033,3.4109244
1034,0.45375845
1035,4.8329043
1036,3.419169
1037,3.7064242
1038,1.0244159
1039,2.9039586
1040,1.1565061
1041,0.3268037
1042,0.0
1043,2.1724641
1044,3.1478088
1045,2.2286134
1046,1.3064905
1047,1.3295507
1048,3.0105264
1049,1.3295507
1050,1.3295507
1051,1.3295507
1052,1.3295507
1053,1.3295507
1054,0.0
1055,0.0
1056,0.74153334
1057,2.6910286
1058,1.1859808
1059,1.920726
1060,0.0
1061,0.5752951
1062,0.0
1063,4.4659214
1064,1.3439435
1065,0.74223864
1066,0.72629213
1067,0.31694221
1068,0.0
1069,0.31694221
1070,1.2029014
1071,0.0
1072,1.1477337
1073,0.0
1074,0.0
1075,0.0
1076,8.573052
1077,11.257034
1078,3.5882325
1079,1.8594097
1080,1.9220477
1081,0.0
1082,0.0
1083,3.7900803
1084,0.0
1085,0.0
1086,0.0
1087,1.475286
1088,1.475286
1089,3.474104
1090,7.9306
1091,1.2581959
1092,7.16557
1093,10.091784
1094,0.4572861
1095,1.1015182
1096,2.8943627
1097,5.596833
1098,2.0647774
1099,0.23829694
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.094625816
1105,0.0
1106,3.3203866
1107,0.0
1108,0.0
1109,0.0
1110,1.1022367
1111,0.0
1112,2.1724641
1113,1.637738
1114,0.0
1115,2.7565346
1116,0.0
1117,8.49047
1118,0.18637057
1119,0.0
1120,1.0161555
1121,0.22441874
1122,0.0
1123,0.0
1124,2.9271717
1125,0.0
1126,0.0
1127,0.0
1128,1.2977271
1129,0.0
1130,0.21843475
1131,0.0
1132,0.70394826
1133,0.6850132
1134,0.18637057
1135,0.0
1136,1.1865191
1137,7.1180162
1138,5.98667
1139,1.2299356
1140,5.7530766
1141,0.7729467
1142,1.8576515
1143,0.6850132
1144,0.0
1145,0.0
1146,0.0
1147,0.58689857
1148,0.0
1149,0.0
1150,0.26708806
1151,1.9128178
1152,0.17588739
1153,0.0
1154,0.0
1155,0.094625816
1156,1.2011253
1157,2.367225
1158,1.3277214
1159,1.1022367
1160,1.1022367
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,1.3295507
1167,1.3295507
1168,1.1859808
1169,1.3295507
1170,1.3295507
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.9945471
1178,0.0
1179,0.0
1180,0.6535527
1181,0.1415261
1182,0.1415261
1183,0.0
1184,0.015487529
1185,0.0
1186,0.0
1187,1.0611987
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,6.395956
1194,0.5551173
1195,5.1592336
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.14130434
1201,2.7289536
1202,0.0
1203,3.9847436
1204,3.4263113
1205,0.2734289
1206,4.7897944
1207,0.0
1208,3.9583116
1209,7.291875
1210,2.304426
1211,0.58704674
1212,4.600289
1213,1.2581959
1214,3.118593
1215,3.0921428
1216,3.0921428
1217,6.8046656
1218,0.0
1219,3.6257925
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,1.8767631
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,1.8767631
1239,1.3295507
1240,0.0
1241,0.0
1242,0.0
1243,5.0551815
1244,4.4659214
1245,1.3400973
1246,1.3400973
1247,1.3400973
1248,1.2951102
1249,0.24464345
1250,1.0609545
1251,1.1477337
1252,2.095726
1253,3.118593
1254,3.118593
1255,8.141523
1256,2.8943627
1257,0.4572861
1258,1.1686429
1259,1.3650502
1260,1.9790344
1261,0.58704674
1262,0.58704674
1263,8.033856
1264,1.9247657
1265,4.6247883
1266,1.0609545
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,1.1022367
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,4.417421
1279,0.7424176
1280,0.4347405
1281,0.15936846
1282,0.011100718
1283,3.2609107
1284,0.6673179
1285,2.5769417
1286,0.2308296
1287,0.0
1288,0.39274642
1289,0.09087508
1290,0.09087508
1291,3.925868
1292,1.6555953
1293,0.62300634
1294,0.88331175
1295,0.88331175
1296,0.96862257
1297,0.7265267
1298,1.2333629
1299,0.7860846
1300,0.7860846
1301,4.331432
1302,0.91289926
1303,1.0924857
1304,1.0924857
1305,1.3443191
1306,1.0390567
1307,6.9719973
1308,1.943061
1309,1.1311269
1310,1.1380137
1311,1.0168306
1312,2.4786227
1313,1.152896
1314,1.7801154
1315,0.50154704
1316,1.4444247
1317,1.209882
1318,4.6732974
1319,1.1140041
1320,0.7560413
1321,1.0719333
1322,1.9580041
1323,1.1576842
1324,1.209882
1325,1.3468543
1326,1.2879014
1327,1.1091772
1328,0.28553095
1329,0.28553095
1330,0.45472392
1331,0.87752473
1332,1.0669432
1333,0.0
1334,1.6412995
1335,0.0
1336,0.48707575
1337,0.0
1338,0.58691067
1339,0.6115602
1340,0.009961138
1341,0.009961138
1342,1.7834098
1343,0.72872
1344,3.3890088
1345,4.4524302
1346,0.009961138
1347,1.0995803
1348,0.74964195
1349,0.7737792
1350,0.7737792
1351,0.7281347
1352,0.7281347
1353,0.87029743
1354,0.9311943
1355,0.9311943
1356,0.9311943
1357,0.87029743
1358,1.0287029
1359,1.4444247
1360,1.1444273
1361,1.1444273
1362,1.0122665
1363,0.7560413
1364,1.571812
1365,0.78639454
1366,1.2079035
1367,1.2079035
1368,1.571812
1369,0.93709403
1370,2.2670743
1371,1.9002405
1372,0.8039274
1373,0.8039274
1374,0.8039274
1375,0.8039274
1376,1.9002405
1377,0.8050564
1378,1.0370277
1379,0.7886448
1380,0.98137236
1381,1.961211
1382,3.142012
1383,0.0
1384,0.0
1385,0.66078854
1386,0.0
1387,0.0
1388,2.89672
1389,0.0
1390,0.6705071
1391,2.183141
1392,0.0
1393,0.0
1394,0.0
1395,3.0981467
1396,1.4506998
1397,0.0
1398,0.0
1399,0.10749272
1400,0.0
1401,1.3277214
1402,3.0981467
1403,7.16557
1404,0.37846616
1405,1.2581959
1406,1.2999034
1407,4.7614584
1408,0.44699383
1409,0.0
1410,1.1200393
1411,0.9590277
1412,0.18637057
1413,5.6156173
1414,0.0
1415,0.0
1416,2.8026633
1417,1.4048328
1418,0.18637057
1419,0.18637057
1420,1.1275003
1421,0.8365393
1422,0.0
1423,0.0
1424,0.0
1425,1.2808301
1426,0.0
1427,0.0
1428,0.9945471
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.07945534
1434,2.049584
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.8215807
1443,0.1950702
1444,1.8767631
1445,0.66677696
1446,1.8767631
1447,1.3295507
1448,1.3295507
1449,1.3295507
1450,0.0
1451,0.0
1452,1.1022367
1453,0.0
1454,0.0
1455,1.3277214
1456,0.0
1457,1.3277214
1458,1.3277214
1459,1.3277214
1460,0.0
1461,0.38787392
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,15.587162
1468,15.587162
1469,0.6415913
1470,0.62300634
1471,0.62300634
1472,0.88331175
1473,2.306294
1474,0.62300634
1475,1.2824379
1476,1.6145232
1477,1.6869253
1478,1.6555953
1479,1.6145232
1480,1.9182459
1481,1.9182459
1482,1.4398631
1483,1.4146137
1484,1.8381965
1485,1.8381965
1486,1.9182459
1487,0.9785999
1488,0.90434915
1489,1.0747746
1490,1.1140041
1491,1.4115064
1492,1.6416042
1493,1.0452399
1494,0.7708851
1495,0.96862257
1496,1.1470325
1497,3.2944605
1498,7.2090282
1499,1.1377196
1500,1.8223209
1501,1.3443191
1502,4.4659214
1503,4.4659214
1504,0.0
1505,0.12063202
1506,0.017081246
1507,5.0551815
1508,1.3400973
1509,1.3400973
1510,1.3400973
1511,1.3400973
1512,0.48133123
1513,5.0551815
1514,5.0551815
1515,1.3034514
1516,2.871136
1517,0.0
1518,0.0
1519,0.0
1520,5.0551815
1521,5.0551815
1522,0.48133123
1523,0.8365393
1524,1.2029014
1525,2.8576643
1526,1.2907926
1527,1.0924857
1528,1.0924857
1529,0.31694221
1530,1.0609545
1531,0.622618
1532,0.92975396
1533,0.8908885
1534,0.8908885
1535,0.8908885
1536,0.49137756
1537,0.0
1538,3.0921428
1539,3.66139
1540,4.0359273
1541,4.0359273
1542,3.2412345
1543,0.0
1544,0.73699373
1545,0.0
1546,4.1176696
1547,4.3262515
1548,6.363182
1549,3.0553615
1550,0.0
1551,0.10387496
1552,0.10387496
1553,0.094625816
1554,0.10749272
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,1.3277214
1564,1.3277214
1565,1.1022367
1566,1.1022367
1567,0.0
1568,0.0
1569,0.13840505
1570,0.0
1571,0.0
1572,3.9583116
1573,2.0647774
1574,3.8922215
1575,0.21843475
1576,0.0
1577,0.0
1578,2.7948623
1579,1.0098865
1580,8.49047
1581,7.2963414
1582,7.2282457
1583,0.0
1584,1.6371906
1585,1.2879014
1586,1.2879014
1587,2.4264302
1588,0.0
1589,0.46334758
1590,2.9179285
1591,0.0
1592,5.2274837
1593,0.0
1594,0.0
1595,1.1022367
1596,20.270264
1597,1.4798179
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,20.270264
1607,20.270264
1608,1.3295507
1609,1.3295507
1610,1.3295507
1611,1.8767631
1612,1.3295507
1613,0.95139027
1614,1.3295507
1615,1.3295507
1616,0.0
1617,3.347694
1618,0.0
1619,0.0
1620,4.787676
1621,3.6257925
1622,0.0
1623,0.0
1624,0.7871183
1625,20.270264
1626,0.0
1627,0.0
1628,0.0
1629,0.8776469
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,21.406914
1640,0.0
1641,20.270264
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.6535527
1647,0.019737886
1648,0.0
1649,0.0
1650,20.270264
1651,1.2824379
1652,1.2906373
1653,0.88627446
1654,1.3322928
1655,4.6732974
1656,1.1147608
1657,0.903045
1658,1.2079035
1659,1.1459984
1660,6.23835
1661,1.4138002
1662,1.4138002
1663,1.4138002
1664,1.4398631
1665,1.4398631
1666,0.5294194
1667,1.5226959
1668,6.9719973
1669,1.2452222
1670,1.4787915
1671,0.0
1672,0.6190992
1673,0.5277627
1674,1.4262553
1675,1.3597108
1676,1.113062
1677,1.113062
1678,0.83330613
1679,1.9002405
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,4.4659214
1696,0.9624609
1697,0.31694221
1698,0.36325598
1699,0.66677696
1700,0.6343556
1701,0.93737173
1702,0.9919148
1703,0.9919148
1704,0.9919148
1705,0.9919148
1706,7.324936
1707,1.9374795
1708,5.555477
1709,1.1565061
1710,0.0
1711,0.14213783
1712,1.7070103
1713,2.114408
1714,1.6579586
1715,1.6991782
1716,3.0880172
1717,3.5382276
1718,3.3890088
1719,1.6331091
1720,4.4524302
1721,0.6325249
1722,1.6331091
1723,3.5382276
1724,5.357001
1725,0.72872
1726,0.72872
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,3.071807
1733,0.6325249
1734,4.4524302
1735,0.0
1736,3.6557605
1737,4.9317408
1738,0.0
1739,4.4524302
1740,0.50001496
1741,3.2609107
1742,0.0
1743,0.0
1744,2.3162909
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,1.3295507
1751,1.3295507
1752,1.3295507
1753,1.3295507
1754,1.3295507
1755,1.3295507
1756,1.3295507
1757,1.3295507
1758,3.651587
1759,1.3295507
1760,0.0
1761,0.38787392
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.38787392
1767,0.0
1768,0.0
1769,0.38787392
1770,0.565885
1771,0.0
1772,0.0
1773,0.38787392
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.61550736
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,2.6910286
